,Gatherings limited to 10,Gatherings limited to 100,Gatherings limited to 1000,Business suspended - some,Business suspended - many,Schools and universities closed,General curfew,Healthcare specialisation,Mask wearing,Country,Date
1811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Israel,2020-01-01
1812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Japan,2020-01-01
1813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sweden,2020-01-01
1814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,San Marino,2020-01-01
1815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Slovenia,2020-01-01
1817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Canada,2020-01-01
1818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hong Kong,2020-01-01
1819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Taiwan,2020-01-01
1820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,China,2020-01-01
1822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Italy,2020-01-01
1823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Czechia,2020-01-01
1824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Australia,2020-01-01
1825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Romania,2020-01-01
1826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,France,2020-01-01
1827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Portugal,2020-01-01
1828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Spain,2020-01-01
1829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Belgium,2020-01-01
1830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Luxembourg,2020-01-01
1831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Albania,2020-01-01
1832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Andorra,2020-01-01
1833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Belarus,2020-01-01
1834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bosnia and Herzegovina,2020-01-01
1835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bulgaria,2020-01-01
1836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Denmark,2020-01-01
1837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Estonia,2020-01-01
1838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cyprus,2020-01-01
1839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Croatia,2020-01-01
1840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Finland,2020-01-01
1841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Georgia,2020-01-01
1842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hungary,2020-01-01
1843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Latvia,2020-01-01
1844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lithuania,2020-01-01
1845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Greece,2020-01-01
1846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Moldova,2020-01-01
1847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malta,2020-01-01
1848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Monaco,2020-01-01
1849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Netherlands,2020-01-01
1850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Iceland,2020-01-01
1851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Macedonia,2020-01-01
1852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ireland,2020-01-01
1853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Vatican City,2020-01-01
1854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kazakhstan,2020-01-01
1855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Poland,2020-01-01
1856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Turkey,2020-01-01
1858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ukraine,2020-01-01
1859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Slovakia,2020-01-01
1861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serbia,2020-01-01
1862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Switzerland,2020-01-01
1863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Norway,2020-01-01
1864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Montenegro,2020-01-01
1865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Iran,2020-01-01
1866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Russia,2020-01-01
1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mexico,2020-01-01
1876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Egypt,2020-01-01
1877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Palestine,2020-01-01
1885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nepal,2020-01-01
1886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Afghanistan,2020-01-01
1887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Iraq,2020-01-01
1888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,2020-01-01
1889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brazil,2020-01-01
1890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Namibia,2020-01-01
1892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Morocco,2020-01-01
1894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Uganda,2020-01-01
1913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Antigua and Barbuda,2020-01-01
1914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bahrain,2020-01-01
1915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benin,2020-01-01
1916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chile,2020-01-01
1917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Colombia,2020-01-01
1918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cuba,2020-01-01
1919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dominican Republic,2020-01-01
1920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ecuador,2020-01-01
1921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,El Salvador,2020-01-01
1922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Equatorial Guinea,2020-01-01
1923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Guatemala,2020-01-01
1924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Guinea,2020-01-01
1925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Haiti,2020-01-01
1926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Honduras,2020-01-01
1927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kenya,2020-01-01
1928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mozambique,2020-01-01
1929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Niger,2020-01-01
1930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Paraguay,2020-01-01
1931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Peru,2020-01-01
1932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Senegal,2020-01-01
1933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,2020-01-01
1934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United Arab Emirates,2020-01-01
1935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Austria,2020-01-02
1936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Germany,2020-01-02
1937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United Kingdom,2020-01-02
1938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,South Korea,2020-01-02
1939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Singapore,2020-01-02
1940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Israel,2020-01-02
1941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Japan,2020-01-02
1942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sweden,2020-01-02
1943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,San Marino,2020-01-02
1944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Slovenia,2020-01-02
1946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Canada,2020-01-02
1947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hong Kong,2020-01-02
1948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Taiwan,2020-01-02
1949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,China,2020-01-02
1951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Italy,2020-01-02
1952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Czechia,2020-01-02
1953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Australia,2020-01-02
1954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Romania,2020-01-02
1955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,France,2020-01-02
1956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Portugal,2020-01-02
1957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Spain,2020-01-02
1958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Belgium,2020-01-02
1959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Luxembourg,2020-01-02
1960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Albania,2020-01-02
1961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Andorra,2020-01-02
1962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Belarus,2020-01-02
1963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bosnia and Herzegovina,2020-01-02
1964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bulgaria,2020-01-02
1965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Denmark,2020-01-02
1966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Estonia,2020-01-02
1967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cyprus,2020-01-02
1968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Croatia,2020-01-02
1969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Finland,2020-01-02
1970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Georgia,2020-01-02
1971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hungary,2020-01-02
1972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Latvia,2020-01-02
1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lithuania,2020-01-02
1974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Greece,2020-01-02
1975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Moldova,2020-01-02
1976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malta,2020-01-02
1977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Monaco,2020-01-02
1978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Netherlands,2020-01-02
1979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Iceland,2020-01-02
1980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Macedonia,2020-01-02
1981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ireland,2020-01-02
1982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Vatican City,2020-01-02
1983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kazakhstan,2020-01-02
1984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Poland,2020-01-02
1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Turkey,2020-01-02
1987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ukraine,2020-01-02
1988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Slovakia,2020-01-02
1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serbia,2020-01-02
1991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Switzerland,2020-01-02
1992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Norway,2020-01-02
1993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Montenegro,2020-01-02
1994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Iran,2020-01-02
1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Russia,2020-01-02
2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mexico,2020-01-02
2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Egypt,2020-01-02
2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Palestine,2020-01-02
2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nepal,2020-01-02
2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Afghanistan,2020-01-02
2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Iraq,2020-01-02
2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,2020-01-02
2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brazil,2020-01-02
2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Namibia,2020-01-02
2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Morocco,2020-01-02
2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Uganda,2020-01-02
2042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Antigua and Barbuda,2020-01-02
2043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bahrain,2020-01-02
2044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benin,2020-01-02
2045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chile,2020-01-02
2046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Colombia,2020-01-02
2047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cuba,2020-01-02
2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dominican Republic,2020-01-02
2049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ecuador,2020-01-02
2050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,El Salvador,2020-01-02
2051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Equatorial Guinea,2020-01-02
2052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Guatemala,2020-01-02
2053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Guinea,2020-01-02
2054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Haiti,2020-01-02
2055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Honduras,2020-01-02
2056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kenya,2020-01-02
2057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mozambique,2020-01-02
2058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Niger,2020-01-02
2059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Paraguay,2020-01-02
2060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Peru,2020-01-02
2061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Senegal,2020-01-02
2062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,2020-01-02
2063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United Arab Emirates,2020-01-02
2064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Austria,2020-01-03
2065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Germany,2020-01-03
2066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United Kingdom,2020-01-03
2067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,South Korea,2020-01-03
2068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Singapore,2020-01-03
2069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Israel,2020-01-03
2070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Japan,2020-01-03
2071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sweden,2020-01-03
2072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,San Marino,2020-01-03
2073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Slovenia,2020-01-03
2075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Canada,2020-01-03
2076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hong Kong,2020-01-03
2077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Taiwan,2020-01-03
2078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,China,2020-01-03
2080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Italy,2020-01-03
2081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Czechia,2020-01-03
2082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Australia,2020-01-03
2083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Romania,2020-01-03
2084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,France,2020-01-03
2085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Portugal,2020-01-03
2086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Spain,2020-01-03
2087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Belgium,2020-01-03
2088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Luxembourg,2020-01-03
2089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Albania,2020-01-03
2090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Andorra,2020-01-03
2091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Belarus,2020-01-03
2092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bosnia and Herzegovina,2020-01-03
2093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bulgaria,2020-01-03
2094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Denmark,2020-01-03
2095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Estonia,2020-01-03
2096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cyprus,2020-01-03
2097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Croatia,2020-01-03
2098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Finland,2020-01-03
2099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Georgia,2020-01-03
2100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hungary,2020-01-03
2101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Latvia,2020-01-03
2102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lithuania,2020-01-03
2103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Greece,2020-01-03
2104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Moldova,2020-01-03
2105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malta,2020-01-03
2106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Monaco,2020-01-03
2107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Netherlands,2020-01-03
2108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Iceland,2020-01-03
2109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Macedonia,2020-01-03
2110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ireland,2020-01-03
2111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Vatican City,2020-01-03
2112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kazakhstan,2020-01-03
2113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Poland,2020-01-03
2114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Turkey,2020-01-03
2116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ukraine,2020-01-03
2117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Slovakia,2020-01-03
2119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serbia,2020-01-03
2120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Switzerland,2020-01-03
2121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Norway,2020-01-03
2122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Montenegro,2020-01-03
2123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Iran,2020-01-03
2124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Russia,2020-01-03
2133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mexico,2020-01-03
2134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Egypt,2020-01-03
2135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Palestine,2020-01-03
2143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nepal,2020-01-03
2144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Afghanistan,2020-01-03
2145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Iraq,2020-01-03
2146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,2020-01-03
2147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brazil,2020-01-03
2148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Namibia,2020-01-03
2150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Morocco,2020-01-03
2152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Uganda,2020-01-03
2171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Antigua and Barbuda,2020-01-03
2172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bahrain,2020-01-03
2173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benin,2020-01-03
2174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chile,2020-01-03
2175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Colombia,2020-01-03
2176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cuba,2020-01-03
2177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dominican Republic,2020-01-03
2178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ecuador,2020-01-03
2179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,El Salvador,2020-01-03
2180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Equatorial Guinea,2020-01-03
2181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Guatemala,2020-01-03
2182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Guinea,2020-01-03
2183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Haiti,2020-01-03
2184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Honduras,2020-01-03
2185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kenya,2020-01-03
2186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mozambique,2020-01-03
2187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Niger,2020-01-03
2188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Paraguay,2020-01-03
2189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Peru,2020-01-03
2190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Senegal,2020-01-03
2191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,2020-01-03
2192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United Arab Emirates,2020-01-03
2193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Austria,2020-01-04
2194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Germany,2020-01-04
2195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United Kingdom,2020-01-04
2196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,South Korea,2020-01-04
2197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Singapore,2020-01-04
